geometry,regression,channel,age,stratum,coef,se,t,nobs
neutral,holdings corr vs stream,correlation,0,Q4,-0.004066,0.002134,-1.905631,236509
neutral,holdings corr vs stream,correlation,21,Q1,0.037741,0.010117,3.730479,236509
neutral,holdings corr vs stream,correlation,21,Q2,0.006445,0.005998,1.074431,236509
neutral,holdings corr vs stream,correlation,21,Q3,-0.002654,0.001689,-1.571632,236509
neutral,holdings corr vs stream,correlation,21,Q4,-0.003096,0.001489,-2.079456,236509
neutral,holdings corr vs stream,correlation,63,Q1,0.054709,0.011311,4.836603,236509
neutral,holdings corr vs stream,correlation,63,Q2,0.014857,0.005426,2.737960,236509
neutral,holdings corr vs stream,correlation,63,Q3,0.002242,0.002475,0.905985,236509
neutral,holdings corr vs stream,correlation,63,Q4,0.000424,0.002248,0.188604,236509
neutral,holdings corr vs stream,correlation,108,Q1,0.047479,0.009305,5.102411,236509
neutral,holdings corr vs stream,correlation,108,Q2,0.022644,0.006000,3.774272,236509
neutral,holdings corr vs stream,correlation,108,Q3,0.005423,0.002402,2.257635,236509
neutral,holdings corr vs stream,correlation,108,Q4,0.004978,0.005173,0.962232,236509
neutral,holdings corr vs stream,correlation,0,Q1 - Q4,-0.004216,0.007789,-0.541360,236509
neutral,holdings corr vs stream,correlation,21,Q1 - Q4,0.040837,0.010236,3.989520,236509
neutral,holdings corr vs stream,correlation,63,Q1 - Q4,0.054285,0.011508,4.717353,236509
neutral,holdings corr vs stream,correlation,108,Q1 - Q4,0.042502,0.010484,4.053961,236509
neutral,blend corr vs stream,correlation,0,Q1,-0.012238,0.006597,-1.855180,236509
neutral,blend corr vs stream,correlation,0,Q2,-0.010169,0.003526,-2.883911,236509
neutral,blend corr vs stream,correlation,0,Q3,-0.006375,0.001881,-3.390229,236509
neutral,blend corr vs stream,correlation,0,Q4,-0.004142,0.002190,-1.891252,236509
neutral,blend corr vs stream,correlation,21,Q1,0.021018,0.006756,3.110747,236509
neutral,blend corr vs stream,correlation,21,Q2,0.003595,0.004891,0.735035,236509
neutral,blend corr vs stream,correlation,21,Q3,-0.002920,0.001626,-1.796279,236509
neutral,blend corr vs stream,correlation,21,Q4,-0.003264,0.001595,-2.046590,236509
neutral,blend corr vs stream,correlation,63,Q1,0.017922,0.005321,3.368145,236509
neutral,blend corr vs stream,correlation,63,Q2,0.008309,0.003572,2.326076,236509
neutral,blend corr vs stream,correlation,63,Q3,0.001320,0.002032,0.649888,236509
neutral,blend corr vs stream,correlation,63,Q4,-0.000104,0.001802,-0.057860,236509
neutral,blend corr vs stream,correlation,108,Q1,0.009869,0.004571,2.158963,236509
neutral,blend corr vs stream,correlation,108,Q2,0.012152,0.003512,3.460138,236509
neutral,blend corr vs stream,correlation,108,Q3,0.003853,0.001826,2.110322,236509
neutral,blend corr vs stream,correlation,108,Q4,0.003690,0.004158,0.887342,236509
neutral,blend corr vs stream,correlation,0,Q1 - Q4,-0.008097,0.006962,-1.162920,236509
neutral,blend corr vs stream,correlation,21,Q1 - Q4,0.024281,0.006929,3.504382,236509
neutral,blend corr vs stream,correlation,63,Q1 - Q4,0.018026,0.005599,3.219386,236509
neutral,blend corr vs stream,correlation,108,Q1 - Q4,0.006179,0.006264,0.986441,236509
neutral,factor corr K5 vs stream,correlation,0,Q1,0.010620,0.004836,2.195891,236509
neutral,factor corr K5 vs stream,correlation,0,Q2,0.000006,0.002646,0.002102,236509
neutral,factor corr K5 vs stream,correlation,0,Q3,0.001895,0.003651,0.519013,236509
neutral,factor corr K5 vs stream,correlation,0,Q4,0.008483,0.004371,1.941035,236509
neutral,factor corr K5 vs stream,correlation,21,Q1,0.011328,0.004666,2.427908,236509
neutral,factor corr K5 vs stream,correlation,21,Q2,0.000943,0.002523,0.373674,236509
