date,pic_corr,roll_corr,gap,pic_cov,roll_cov,gap_cov,cos,real_corr,err,err_cov,pair21,pv63,jm21,crowded,q
1994-10-05,0.446709,-0.431185,0.877894,7.20562e-06,-6.66316e-06,1.38688e-05,0.607171,0.345309,0.776494,1.04938e-05,0.0201729,0.0421009,0,0,4
1994-10-06,0.449985,-0.429674,0.879659,7.27915e-06,-6.64309e-06,1.39222e-05,0.607171,0.344674,0.774348,1.04665e-05,0.018451,0.0420536,0,0,4
1994-10-07,0.448754,-0.429196,0.87795,7.24086e-06,-6.63837e-06,1.38792e-05,0.607171,0.384823,0.814019,1.07914e-05,0.0168001,0.0424898,0,0,4
1994-10-13,0.435839,-0.434055,0.869895,6.99756e-06,-6.71889e-06,1.37165e-05,0.607171,0.382414,0.816469,1.08646e-05,0.0144977,0.0424003,0,0,4
1994-10-14,0.433967,-0.433738,0.867705,6.95681e-06,-6.72215e-06,1.3679e-05,0.607171,0.387161,0.820898,1.10005e-05,0.0135081,0.0427259,0,0,4
1994-10-18,0.434484,-0.432662,0.867146,6.96957e-06,-6.71066e-06,1.36802e-05,0.607171,0.369535,0.802197,1.07272e-05,0.0133572,0.041688,0,0,4
1994-10-19,0.437472,-0.423607,0.861079,7.05195e-06,-6.60791e-06,1.36599e-05,0.607171,0.375077,0.798684,1.0683e-05,0.0156016,0.0424058,0,0,4
1994-10-20,0.442097,-0.427868,0.869965,7.10514e-06,-6.65656e-06,1.37617e-05,0.607171,0.353064,0.780932,1.04406e-05,0.0172621,0.0422363,0,0,4
1994-10-21,0.444026,-0.425156,0.869183,7.16003e-06,-6.62655e-06,1.37866e-05,0.607171,0.416721,0.841877,1.11026e-05,0.0147913,0.0435646,0,0,4
1994-10-25,0.436769,-0.427867,0.864636,7.07891e-06,-6.69917e-06,1.37781e-05,0.607171,0.417375,0.845242,1.11804e-05,0.010918,0.0435712,0,0,4
1994-10-26,0.438021,-0.418587,0.856607,7.12031e-06,-6.59388e-06,1.37142e-05,0.607171,0.426202,0.844789,1.11518e-05,0.005849,0.0439026,0,0,4
1994-10-27,0.444411,-0.417542,0.861952,7.17711e-06,-6.54662e-06,1.37237e-05,0.607171,0.450283,0.867824,1.17383e-05,0.00467032,0.0450823,0,0,4
1994-10-28,-0.266955,-0.417772,0.150817,-5.45443e-06,-6.5491e-06,1.09467e-06,-0.330825,-0.0278039,0.389968,6.16441e-06,0.000985698,0.0454822,0,0,3
1994-11-02,-0.267729,-0.419089,0.151361,-5.4816e-06,-6.56557e-06,1.08397e-06,-0.330825,-0.0219363,0.397153,6.26142e-06,0.00296163,0.0460064,0,0,3
1994-11-03,-0.272076,-0.422649,0.150573,-5.54714e-06,-6.59979e-06,1.05265e-06,-0.330825,-0.0184293,0.40422,6.34463e-06,0.00591341,0.046186,0,0,3
1994-11-04,-0.2712,-0.42276,0.15156,-5.52407e-06,-6.60422e-06,1.08015e-06,-0.330825,-0.0174703,0.40529,6.36029e-06,0.00347584,0.046238,0,0,3
1994-11-08,-0.269857,-0.424905,0.155048,-5.49097e-06,-6.62556e-06,1.13459e-06,-0.330825,-0.0109776,0.413927,6.47129e-06,0.00130732,0.0471484,0,0,3
1994-11-09,-0.263183,-0.421896,0.158713,-5.3056e-06,-6.52923e-06,1.22363e-06,-0.330825,-0.0186174,0.403279,6.27169e-06,0.00168078,0.04669,0,0,3
1994-11-10,-0.261671,-0.419478,0.157807,-5.29692e-06,-6.52114e-06,1.22422e-06,-0.330825,-0.0127905,0.406688,6.34293e-06,0.00140861,0.0466987,0,0,3
1994-11-11,-0.261803,-0.419431,0.157628,-5.29872e-06,-6.5207e-06,1.22198e-06,-0.330825,-0.0234663,0.395965,6.19277e-06,0.0012091,0.046567,0,0,3
1994-11-15,-0.260323,-0.418031,0.157708,-5.26522e-06,-6.49832e-06,1.2331e-06,-0.330825,-0.0240464,0.393985,6.15977e-06,0.00910254,0.0467021,0,0,3
1994-11-16,-0.262628,-0.423662,0.161034,-5.27214e-06,-6.51213e-06,1.23999e-06,-0.330825,-0.060521,0.363141,5.68884e-06,0.00105926,0.0449998,0,0,3
1994-11-17,-0.238277,-0.412235,0.173958,-4.70603e-06,-6.38345e-06,1.67742e-06,-0.330825,-0.0494506,0.362784,5.7028e-06,0.00436721,0.0450617,0,0,3
1994-11-18,-0.233663,-0.408509,0.174846,-4.57455e-06,-6.28589e-06,1.71134e-06,-0.330825,-0.0742586,0.33425,5.24101e-06,0.00627621,0.045949,0,0,3
1994-11-22,-0.234805,-0.408019,0.173213,-4.59882e-06,-6.28596e-06,1.68715e-06,-0.330825,-0.0676797,0.340339,5.33392e-06,0.0060519,0.046263,0,0,3
1994-11-23,-0.237808,-0.409079,0.171271,-4.62661e-06,-6.25556e-06,1.62895e-06,-0.330825,-0.0996991,0.30938,4.80605e-06,0.00290515,0.046488,0,0,3
1994-11-29,-0.240943,-0.408991,0.168048,-4.64922e-06,-6.25473e-06,1.60551e-06,-0.330825,-0.10286,0.306131,4.83015e-06,-0.00072782,0.0457146,0,0,3
1994-11-30,0.119146,-0.40548,0.524626,1.85282e-06,-6.27928e-06,8.1321e-06,-0.356807,0.284119,0.689599,9.16552e-06,-0.00711537,0.0449362,0,0,4
1994-12-01,0.124453,-0.403578,0.528031,1.94409e-06,-6.25211e-06,8.1962e-06,-0.356807,0.287913,0.69149,9.15339e-06,-0.00387937,0.0449453,0,0,4
1994-12-02,0.124913,-0.402989,0.527902,1.95521e-06,-6.24942e-06,8.20463e-06,-0.356807,0.282955,0.685944,9.07158e-06,-0.00270588,0.0451544,0,0,4
1994-12-06,0.116633,-0.398266,0.514899,1.80366e-06,-6.15962e-06,7.96328e-06,-0.356807,0.282261,0.680528,8.97534e-06,-0.00716051,0.0450564,0,0,4
1994-12-07,0.113824,-0.399703,0.513527,1.75449e-06,-6.17736e-06,7.93185e-06,-0.356807,0.246723,0.646426,8.64182e-06,-0.00171551,0.0448143,0,0,4
1994-12-08,0.119254,-0.391089,0.510343,1.84946e-06,-6.07588e-06,7.92534e-06,-0.356807,0.248076,0.639165,8.54036e-06,-0.00255611,0.0448544,0,0,4
1994-12-09,0.118746,-0.393879,0.512625,1.84139e-06,-6.09868e-06,7.94007e-06,-0.356807,0.227941,0.62182,8.3465e-06,0.00496675,0.0454678,0,0,4
1994-12-13,0.120798,-0.390971,0.511769,1.88162e-06,-6.07088e-06,7.9525e-06,-0.356807,0.244115,0.635086,8.38434e-06,0.00467148,0.0447809,0,0,4
1994-12-14,0.116787,-0.38957,0.506356,1.82683e-06,-6.09707e-06,7.92391e-06,-0.356807,0.237674,0.627244,8.33526e-06,-0.00223237,0.0451153,0,0,4
1994-12-20,0.116763,-0.388243,0.505006,1.82616e-06,-6.08067e-06,7.90682e-06,-0.356807,0.268998,0.657241,8.55754e-06,2.83898e-05,0.0452567,0,0,4
1994-12-21,0.112839,-0.391961,0.5048,1.76932e-06,-6.13762e-06,7.90694e-06,-0.356807,0.264033,0.655994,8.5806e-06,-0.000754684,0.0458831,0,0,4
1994-12-22,0.121927,-0.389999,0.511926,1.89842e-06,-6.07831e-06,7.97673e-06,-0.356807,0.339841,0.72984,9.60465e-06,0.00493693,0.0457125,0,0,4
1994-12-23,0.124122,-0.387013,0.511135,1.9329e-06,-6.04452e-06,7.97742e-06,-0.356807,0.348545,0.735558,9.7084e-06,0.00248357,0.0457767,0,0,4
1994-12-29,0.649041,-0.385192,1.03423,9.66862e-06,-5.99534e-06,1.5664e-05,0.832711,0.542431,0.927622,1.22526e-05,0.001898,0.045918,0,1,4
1995-01-04,0.617062,-0.344052,0.961114,8.42738e-06,-5.02736e-06,1.34547e-05,0.832711,0.520055,0.864107,1.05661e-05,-0.00223587,0.0435126,0,1,4
1995-01-05,0.619385,-0.333125,0.95251,8.60777e-06,-4.91947e-06,1.35272e-05,0.832711,0.519396,0.852521,1.04191e-05,-0.000276332,0.0433819,0,1,4
1995-01-06,0.619498,-0.330996,0.950494,8.61941e-06,-4.87877e-06,1.34982e-05,0.832711,0.525161,0.856157,1.03441e-05,-0.00430866,0.0430814,0,1,4
1995-01-10,0.618869,-0.32716,0.946029,8.63381e-06,-4.84128e-06,1.34751e-05,0.832711,0.547363,0.874524,1.09646e-05,-0.00123046,0.043884,0,1,4
1995-01-11,0.615228,-0.292601,0.907829,8.37074e-06,-4.11725e-06,1.2488e-05,0.832711,0.559753,0.852354,1.04385e-05,0.000203032,0.0439022,0,1,4
1995-01-12,0.614026,-0.29124,0.905266,8.3628e-06,-4.0916e-06,1.24544e-05,0.832711,0.539253,0.830492,1.02552e-05,-0.000563161,0.0440092,0,1,4
1995-01-13,0.614753,-0.289691,0.904444,8.38295e-06,-4.07394e-06,1.24569e-05,0.832711,0.568775,0.858466,1.0484e-05,-0.00251966,0.044059,0,1,4
1995-01-17,0.60679,-0.292525,0.899316,8.3047e-06,-4.134e-06,1.24387e-05,0.832711,0.58993,0.882455,1.07169e-05,0.0043374,0.0437945,0,1,4
1995-01-18,0.602017,-0.293106,0.895123,8.28077e-06,-4.16198e-06,1.24428e-05,0.832711,0.590442,0.883548,1.07816e-05,-3.68225e-05,0.0438173,0,1,4
1995-01-19,0.602941,-0.292778,0.895719,8.2878e-06,-4.15805e-06,1.24459e-05,0.832711,0.600101,0.892879,1.08902e-05,0.0069181,0.044246,0,1,4
1995-01-20,0.601468,-0.293076,0.894544,8.27148e-06,-4.16412e-06,1.24356e-05,0.832711,0.604422,0.897498,1.10591e-05,0.00562224,0.0440727,0,1,4
1995-01-24,0.603501,-0.289397,0.892898,8.32206e-06,-4.12303e-06,1.24451e-05,0.832711,0.604977,0.894374,1.10636e-05,0.00784798,0.0442383,0,1,4
1995-01-26,0.606611,-0.293743,0.900354,8.34685e-06,-4.16765e-06,1.25145e-05,0.832711,0.599552,0.893295,1.09946e-05,0.00529597,0.0451032,0,1,4
1995-01-27,0.606273,-0.295201,0.901474,8.33364e-06,-4.17482e-06,1.25085e-05,0.832711,0.598715,0.893916,1.08548e-05,0.00411058,0.0442598,0,1,4
1995-01-31,0.599773,-0.292138,0.891911,8.12799e-06,-4.14263e-06,1.22706e-05,0.624158,0.573348,0.865486,1.00763e-05,-0.00304993,0.0440185,0,0,4
1995-02-01,0.598982,-0.292331,0.891313,8.09461e-06,-4.14795e-06,1.22426e-05,0.624158,0.560304,0.852636,9.73815e-06,-0.000520317,0.0431158,0,0,4
1995-02-02,0.600535,-0.285967,0.886502,8.16939e-06,-4.07801e-06,1.22474e-05,0.624158,0.558502,0.844469,9.64643e-06,-0.0037394,0.0436892,0,0,4
1995-02-03,0.601014,-0.285157,0.886171,8.10029e-06,-4.06922e-06,1.21695e-05,0.624158,0.550209,0.835366,9.50467e-06,-0.00566023,0.0444153,0,0,4
1995-02-07,0.589677,-0.278913,0.86859,7.7328e-06,-3.95831e-06,1.16911e-05,0.624158,0.539333,0.818246,9.28773e-06,-0.00904601,0.0441227,0,0,4
1995-02-08,0.590125,-0.274914,0.865039,7.74492e-06,-3.90108e-06,1.1646e-05,0.624158,0.533917,0.808831,9.06343e-06,-0.00651207,0.0448356,0,0,4
1995-02-09,0.589908,-0.26989,0.859798,7.75478e-06,-3.82965e-06,1.15844e-05,0.624158,0.538332,0.808221,9.02124e-06,-0.00723627,0.0448883,0,0,4
1995-02-10,0.584536,-0.272994,0.85753,7.61589e-06,-3.86855e-06,1.14844e-05,0.624158,0.527965,0.800958,8.90231e-06,-0.0084944,0.0444629,0,0,4
1995-02-14,0.583362,-0.260867,0.844228,7.57792e-06,-3.66229e-06,1.12402e-05,0.624158,0.541523,0.802389,8.81881e-06,-0.00899371,0.0444616,0,0,4
1995-02-15,0.581793,-0.263238,0.845032,7.5652e-06,-3.69557e-06,1.12608e-05,0.624158,0.54102,0.804258,8.84126e-06,-0.00721961,0.0445452,0,0,4
1995-02-16,0.582502,-0.263366,0.845868,7.5721e-06,-3.68507e-06,1.12572e-05,0.624158,0.534983,0.798349,8.74492e-06,-0.015459,0.0446763,0,0,4
1995-02-17,0.583472,-0.260683,0.844155,7.60686e-06,-3.65518e-06,1.1262e-05,0.624158,0.527354,0.788037,8.7154e-06,-0.0190179,0.0455359,0,0,4
1995-02-22,0.580163,-0.260083,0.840246,7.49518e-06,-3.64033e-06,1.11355e-05,0.624158,0.520793,0.780876,8.62814e-06,-0.0190018,0.0453817,0,0,4
1995-02-23,0.582368,-0.270556,0.852924,7.53104e-06,-3.75453e-06,1.12856e-05,0.624158,0.52206,0.792617,8.88379e-06,-0.0215442,0.0455385,0,0,4
1995-02-24,0.581972,-0.270307,0.85228,7.53095e-06,-3.75041e-06,1.12814e-05,0.624158,0.51902,0.789328,8.68285e-06,-0.0255107,0.0446859,1,0,4
1995-02-28,0.87398,-0.262818,1.1368,1.34692e-05,-3.66566e-06,1.71348e-05,0.970794,0.878115,1.14093,1.17988e-05,-0.0215008,0.0445182,0,1,4
1995-03-01,0.873317,-0.260962,1.13428,1.34064e-05,-3.65602e-06,1.70624e-05,0.970794,0.876525,1.13749,1.14432e-05,-0.0244026,0.0430531,0,1,4
1995-03-02,0.874011,-0.251144,1.12515,1.35128e-05,-3.53305e-06,1.70459e-05,0.970794,0.86264,1.11378,1.09496e-05,-0.0202404,0.0436148,0,1,4
1995-03-03,0.875105,-0.244932,1.12004,1.35878e-05,-3.44869e-06,1.70365e-05,0.970794,0.854475,1.09941,1.07211e-05,-0.0272538,0.0432208,1,1,4
1995-03-07,0.874919,-0.2422,1.11712,1.3576e-05,-3.41563e-06,1.69916e-05,0.970794,0.826308,1.06851,1.05153e-05,-0.0209567,0.0427158,0,1,4
1995-03-08,0.876228,-0.234497,1.11073,1.36959e-05,-3.32348e-06,1.70194e-05,0.970794,0.824541,1.05904,1.03064e-05,-0.0196147,0.0422294,0,1,4
1995-03-09,0.876392,-0.230215,1.10661,1.37247e-05,-3.2708e-06,1.69955e-05,0.970794,0.812938,1.04315,1.00465e-05,-0.016099,0.0416962,0,1,4
1995-03-10,0.877219,-0.225723,1.10294,1.37882e-05,-3.21094e-06,1.69992e-05,0.970794,0.814996,1.04072,9.93429e-06,-0.0180179,0.0415687,0,1,4
1995-03-14,0.877079,-0.223429,1.10051,1.38085e-05,-3.17681e-06,1.69853e-05,0.970794,0.816124,1.03955,9.97235e-06,-0.0145966,0.0414844,0,1,4
1995-03-15,0.877521,-0.222778,1.1003,1.38167e-05,-3.16121e-06,1.69779e-05,0.970794,0.815206,1.03798,9.96157e-06,-0.00603338,0.0404675,0,1,4
1995-03-16,0.877388,-0.213139,1.09053,1.38407e-05,-3.02914e-06,1.68699e-05,0.970794,0.818969,1.03211,1.00113e-05,-0.003377,0.040477,0,1,4
1995-03-17,0.876158,-0.208443,1.0846,1.38352e-05,-2.94568e-06,1.67809e-05,0.970794,0.815833,1.02428,1.00264e-05,-0.00144092,0.0404764,0,1,4
1995-03-21,0.876454,-0.207589,1.08404,1.38409e-05,-2.92597e-06,1.67668e-05,0.970794,0.820193,1.02778,1.03044e-05,0.000677123,0.0404845,0,1,4
1995-03-22,0.876565,-0.205733,1.0823,1.38417e-05,-2.89046e-06,1.67321e-05,0.970794,0.818316,1.02405,1.03052e-05,-0.000726631,0.0403381,0,1,4
1995-03-23,0.876561,-0.204396,1.08096,1.38267e-05,-2.87306e-06,1.66998e-05,0.970794,0.818086,1.02248,1.03058e-05,-0.000267381,0.0403274,0,1,4
1995-03-24,0.875835,-0.204496,1.08033,1.37565e-05,-2.87494e-06,1.66314e-05,0.970794,0.818117,1.02261,1.03527e-05,0.000882911,0.0403192,0,1,4
1995-03-28,0.875746,-0.203765,1.07951,1.37565e-05,-2.86395e-06,1.66204e-05,0.970794,0.808912,1.01268,9.90146e-06,0.00133936,0.0391041,0,1,4
1995-03-29,0.877637,-0.198063,1.0757,1.38588e-05,-2.79057e-06,1.66494e-05,0.970794,0.807184,1.00525,9.74892e-06,0.00483723,0.0386658,0,1,4
1995-03-30,0.876607,-0.190204,1.06681,1.36865e-05,-2.66725e-06,1.63537e-05,0.970794,0.810935,1.00114,9.72184e-06,0.00995432,0.0382804,0,1,4
1995-03-31,0.893021,-0.186239,1.07926,1.61913e-05,-2.60924e-06,1.88005e-05,0.919759,0.87169,1.05793,1.12957e-05,0.0148115,0.0376831,0,1,4
1995-04-04,0.88605,-0.150595,1.03665,1.49953e-05,-2.03e-06,1.70253e-05,0.919759,0.872917,1.02351,1.07739e-05,0.0143214,0.0376825,0,1,4
1995-04-05,0.886536,-0.156012,1.04255,1.49901e-05,-2.09321e-06,1.70833e-05,0.919759,0.879609,1.03562,1.09697e-05,0.0114438,0.0383665,0,1,4
1995-04-06,0.88614,-0.156614,1.04275,1.49855e-05,-2.09528e-06,1.70808e-05,0.919759,0.881018,1.03763,1.09067e-05,0.00527593,0.0380634,0,1,4
1995-04-07,0.886066,-0.154779,1.04085,1.50032e-05,-2.07397e-06,1.70772e-05,0.919759,0.881087,1.03587,1.08904e-05,0.00310151,0.0387234,0,1,4
1995-04-11,0.885362,-0.15134,1.0367,1.48808e-05,-2.01711e-06,1.68979e-05,0.919759,0.878291,1.02963,1.05114e-05,0.00915558,0.0376599,0,1,4
1995-04-12,0.886638,-0.142591,1.02923,1.49709e-05,-1.902e-06,1.68729e-05,0.919759,0.881686,1.02428,1.05542e-05,0.0127382,0.0386985,0,1,4
1995-04-13,0.886155,-0.141072,1.02723,1.49616e-05,-1.8801e-06,1.68417e-05,0.919759,0.882566,1.02364,1.03082e-05,0.00904132,0.0378688,0,1,4
1995-04-18,0.887477,-0.130098,1.01757,1.50325e-05,-1.73636e-06,1.67689e-05,0.919759,0.88666,1.01676,1.02392e-05,0.00633258,0.0378968,0,1,4
1995-04-19,0.887651,-0.130665,1.01832,1.50346e-05,-1.74342e-06,1.6778e-05,0.919759,0.88652,1.01719,9.96409e-06,0.0107615,0.0373928,0,1,4
1995-04-20,0.887461,-0.113397,1.00086,1.50299e-05,-1.49456e-06,1.65245e-05,0.919759,0.888165,1.00156,9.80865e-06,0.00517936,0.0374989,0,1,4
1995-04-21,0.887107,-0.105008,0.992115,1.49818e-05,-1.35957e-06,1.63413e-05,0.919759,0.885081,0.990089,9.48968e-06,0.00588904,0.0369387,0,1,4
1995-04-26,0.889864,-0.099461,0.989325,1.50311e-05,-1.2943e-06,1.63254e-05,0.919759,0.885775,0.985236,9.53954e-06,0.0049339,0.0369932,0,1,4
1995-04-27,0.889791,-0.0868529,0.976644,1.50357e-05,-1.11803e-06,1.61538e-05,0.919759,0.888773,0.975626,9.37963e-06,0.00868594,0.0369609,0,1,4
1995-04-28,0.105615,-0.089935,0.19555,1.3927e-06,-1.15431e-06,2.54701e-06,-0.326869,0.149796,0.239731,2.8922e-06,0.00491472,0.0377745,0,0,3
1995-05-02,0.115049,-0.0861168,0.201166,1.50733e-06,-1.10477e-06,2.6121e-06,-0.326869,0.180085,0.266201,3.14317e-06,0.00378228,0.0379774,0,0,3
1995-05-03,0.11018,-0.0908931,0.201073,1.45002e-06,-1.1726e-06,2.62263e-06,-0.326869,0.178199,0.269093,3.19936e-06,0.00358128,0.0387113,0,0,3
1995-05-04,0.111689,-0.0928722,0.204561,1.46798e-06,-1.18985e-06,2.65784e-06,-0.326869,0.179097,0.27197,3.21453e-06,-0.000227465,0.0389259,0,0,3
1995-05-09,0.105535,-0.0953458,0.20088,1.38056e-06,-1.21516e-06,2.59572e-06,-0.326869,0.193326,0.288672,3.29814e-06,9.68715e-05,0.0377841,0,0,3
1995-05-10,0.107457,-0.0945915,0.202048,1.42555e-06,-1.21711e-06,2.64266e-06,-0.326869,0.189484,0.284075,3.26572e-06,0.00378892,0.0381626,0,0,3
1995-05-11,0.107695,-0.096624,0.204319,1.42796e-06,-1.24072e-06,2.66868e-06,-0.326869,0.179244,0.275868,3.20708e-06,0.00339706,0.0379993,0,0,3
1995-05-12,0.108091,-0.0923168,0.200407,1.43516e-06,-1.1836e-06,2.61875e-06,-0.326869,0.208904,0.301221,3.55666e-06,0.00377963,0.03838,0,0,3
1995-05-16,0.10743,-0.0935271,0.200957,1.42548e-06,-1.19765e-06,2.62313e-06,-0.326869,0.208487,0.302014,3.57014e-06,0.00417383,0.0384693,0,0,3
1995-05-17,0.107215,-0.0936929,0.200908,1.42218e-06,-1.1991e-06,2.62127e-06,-0.326869,0.208702,0.302395,3.57357e-06,0.00379484,0.0387852,0,0,3
1995-05-18,0.108181,-0.0983015,0.206482,1.43545e-06,-1.25217e-06,2.68761e-06,-0.326869,0.197184,0.295485,3.45558e-06,0.00607409,0.0379792,0,0,3
1995-05-19,0.112135,-0.0968531,0.208988,1.48775e-06,-1.23682e-06,2.72457e-06,-0.326869,0.23306,0.329913,3.76045e-06,0.0142219,0.0375704,0,0,3
1995-05-23,0.108739,-0.10145,0.210189,1.45379e-06,-1.3016e-06,2.75539e-06,-0.326869,0.275892,0.377342,4.17992e-06,0.0120061,0.0374778,0,0,3
1995-05-24,0.108891,-0.101545,0.210436,1.45476e-06,-1.30543e-06,2.76019e-06,-0.326869,0.263891,0.365436,3.89255e-06,0.00339322,0.0365534,0,0,3
1995-05-25,0.109681,-0.0945222,0.204203,1.47453e-06,-1.22529e-06,2.69982e-06,-0.326869,0.265789,0.360311,3.8273e-06,0.00307764,0.0377733,0,0,3
1995-05-26,0.110789,-0.102045,0.212834,1.48679e-06,-1.31408e-06,2.80087e-06,-0.326869,0.281572,0.383617,4.0217e-06,0.00451188,0.0372452,0,0,3
1995-05-31,0.767674,-0.105241,0.872915,1.13929e-05,-1.3616e-06,1.27545e-05,0.519271,0.730565,0.835807,1.02109e-05,0.00282267,0.0372457,0,0,4
1995-06-01,0.7665,-0.0921597,0.858659,1.12471e-05,-1.17452e-06,1.24216e-05,0.519271,0.718257,0.810417,9.72151e-06,0.00801715,0.0363737,0,0,4
1995-06-02,0.768686,-0.0879265,0.856612,1.13342e-05,-1.12471e-06,1.24589e-05,0.519271,0.717196,0.805122,9.6028e-06,0.0044742,0.035422,0,0,4
1995-06-06,0.767955,-0.0732644,0.841219,1.12675e-05,-9.35713e-07,1.22032e-05,0.519271,0.716279,0.789543,9.43898e-06,0.00266029,0.035444,0,0,4
1995-06-07,0.767971,-0.0722716,0.840243,1.12567e-05,-9.2268e-07,1.21794e-05,0.519271,0.703124,0.775396,9.0405e-06,-0.00154436,0.0342471,0,0,4
1995-06-08,0.769042,-0.0656651,0.834707,1.13288e-05,-8.43159e-07,1.2172e-05,0.519271,0.707642,0.773307,9.03372e-06,0.000413533,0.0340942,0,0,4
1995-06-09,0.768009,-0.0660505,0.834059,1.13075e-05,-8.47561e-07,1.21551e-05,0.519271,0.707466,0.773517,9.04447e-06,0.00152635,0.0344371,0,0,4
1995-06-13,0.767349,-0.057383,0.824732,1.12468e-05,-7.28771e-07,1.19756e-05,0.519271,0.724831,0.782214,9.04248e-06,0.00162746,0.0344608,0,0,4
1995-06-14,0.765973,-0.0588329,0.824805,1.12301e-05,-7.47403e-07,1.19775e-05,0.519271,0.738921,0.797754,9.15325e-06,0.00419821,0.0342412,0,0,4
1995-06-15,0.764243,-0.0549422,0.819186,1.12251e-05,-6.94758e-07,1.19199e-05,0.519271,0.735198,0.79014,8.82973e-06,0.00757846,0.033074,0,0,4
1995-06-16,0.765007,-0.0499977,0.815005,1.13046e-05,-6.35568e-07,1.19402e-05,0.519271,0.723802,0.773799,8.50349e-06,0.00253372,0.0321751,0,0,4
1995-06-20,0.765716,-0.0333927,0.799109,1.13543e-05,-4.19482e-07,1.17738e-05,0.519271,0.729355,0.762748,8.70444e-06,-0.000505799,0.0320974,0,0,4
1995-06-23,0.765485,-0.032591,0.798076,1.13441e-05,-4.09998e-07,1.17541e-05,0.519271,0.7311,0.763691,8.7242e-06,-0.00325489,0.031944,0,0,4
1995-06-27,0.763896,-0.0281242,0.79202,1.12557e-05,-3.52842e-07,1.16085e-05,0.519271,0.73615,0.764275,8.74298e-06,-0.00330925,0.0319661,0,0,4
1995-06-28,0.760983,-0.0240946,0.785078,1.11448e-05,-3.0102e-07,1.14458e-05,0.519271,0.756813,0.780908,8.88159e-06,0.00285583,0.0316504,0,0,4
1995-06-29,0.757606,-0.0250914,0.782698,1.11395e-05,-3.14669e-07,1.14542e-05,0.519271,0.743725,0.768816,8.78095e-06,0.0046585,0.0316263,0,0,4
1995-06-30,0.324228,-0.0255396,0.349767,3.88655e-06,-3.2074e-07,4.20729e-06,0.342657,0.21586,0.2414,1.95825e-06,0.0030373,0.0298691,0,0,4
1995-07-06,0.326553,-0.0128663,0.339419,3.92436e-06,-1.62655e-07,4.08701e-06,0.342657,0.251362,0.264228,2.01444e-06,0.00391559,0.0298531,0,0,3
1995-07-07,0.319033,-0.0173074,0.336341,3.8383e-06,-2.19702e-07,4.058e-06,0.342657,0.230745,0.248052,1.83667e-06,0.0126146,0.0287167,0,0,3
1995-07-13,0.32136,-0.00863299,0.329993,3.86767e-06,-1.0946e-07,3.97713e-06,0.342657,0.213309,0.221942,1.65253e-06,0.0134304,0.0287834,0,0,3
1995-07-14,0.317312,-0.00362923,0.320941,3.79946e-06,-4.57702e-08,3.84523e-06,0.342657,0.206111,0.20974,1.52716e-06,0.0162816,0.0285843,0,0,3
1995-07-18,0.316611,-0.00424831,0.320859,3.79055e-06,-5.35799e-08,3.84413e-06,0.342657,0.17921,0.183458,1.3801e-06,0.0213606,0.028666,0,0,3
1995-07-19,0.316023,-0.0029979,0.319021,3.77664e-06,-3.76586e-08,3.8143e-06,0.342657,0.256678,0.259676,1.95414e-06,0.0189612,0.0287849,0,0,3
1995-07-20,0.304347,-0.00827307,0.31262,3.6359e-06,-1.04528e-07,3.74043e-06,0.342657,0.259153,0.267426,2.07754e-06,0.0194847,0.0288316,0,0,3
1995-07-21,0.305747,-0.00538365,0.311131,3.64362e-06,-6.78361e-08,3.71146e-06,0.342657,0.254743,0.260127,2.00283e-06,0.0189828,0.0287327,0,0,3
1995-07-26,0.308404,-0.00382199,0.312226,3.67094e-06,-4.8104e-08,3.71905e-06,0.342657,0.253845,0.257667,1.98156e-06,0.0189401,0.0287813,0,0,3
1995-07-27,0.31293,0.00193952,0.310991,3.71042e-06,2.42619e-08,3.68616e-06,0.342657,0.26405,0.26211,2.00968e-06,0.0231943,0.0290472,0,0,3
1995-07-28,0.459191,0.0067904,0.452401,5.60122e-06,8.44998e-08,5.51672e-06,0.527963,0.366824,0.360033,2.35448e-06,0.02126,0.0290658,0,0,4
1995-08-01,0.457894,0.00686331,0.451031,5.57673e-06,8.53837e-08,5.49134e-06,0.527963,0.368417,0.361554,2.37418e-06,0.0255334,0.0290608,1,0,4
1995-08-02,0.457966,0.00645487,0.451511,5.57458e-06,7.99356e-08,5.49465e-06,0.527963,0.396347,0.389892,2.51556e-06,0.0277197,0.0290457,1,0,4
1995-08-03,0.448169,0.00821421,0.439954,5.399e-06,1.01565e-07,5.29743e-06,0.527963,0.39352,0.385306,2.47914e-06,0.0273661,0.0291847,1,0,4
1995-08-04,0.448414,0.0112147,0.437199,5.40329e-06,1.37647e-07,5.26564e-06,0.527963,0.398801,0.387586,2.45114e-06,0.0259724,0.0290847,1,0,4
1995-08-08,0.44842,0.00970612,0.438714,5.39983e-06,1.19238e-07,5.28059e-06,0.527963,0.401746,0.39204,2.50906e-06,0.0275085,0.028953,1,0,4
1995-08-09,0.447793,0.0105011,0.437292,5.38522e-06,1.28893e-07,5.25633e-06,0.527963,0.401349,0.390848,2.65032e-06,0.0258522,0.0301394,1,0,4
1995-08-10,0.448554,0.0181164,0.430437,5.39211e-06,2.208e-07,5.17131e-06,0.527963,0.439953,0.421836,3.01036e-06,0.0246414,0.0301908,0,0,4
