geometry,channel,estimator,age,stratum,pairs,pair_dates,rmse_ratio_to_stream,ci_lo,ci_hi,share_pairs_below_1
neutral,correlation,"proxy factor corr, core 13",63,all,1981,47479,0.998443,0.982623,1.021997,0.724886
neutral,correlation,"proxy factor corr, extended 22",63,all,1981,47098,0.996211,0.981138,1.017817,0.743564
neutral,covariance,holdings cov,108,all,1981,47508,1.094881,1.057344,1.152410,0.106007
neutral,covariance,"holdings corr, stream vol",108,all,1981,47508,1.017622,1.008302,1.033926,0.259465
neutral,covariance,"blend, pair weight",108,all,1981,47508,1.006836,1.003158,1.011455,0.291772
neutral,correlation,holdings corr,108,all,1981,47508,1.183078,1.119316,1.243832,0.226148
neutral,correlation,blend corr,108,all,1981,47508,1.063902,1.032160,1.090489,0.277638
neutral,correlation,factor corr K5,108,all,1981,47508,1.042100,1.011093,1.081577,0.501767
neutral,correlation,factor corr K10,108,all,1981,47508,1.013663,0.991130,1.046097,0.601212
neutral,correlation,"proxy factor corr, core 13",108,all,1981,47453,0.998509,0.983281,1.023008,0.723877
neutral,correlation,"proxy factor corr, extended 22",108,all,1981,47098,0.996211,0.981556,1.019218,0.743564
