geometry,regression,channel,age,stratum,coef,se,t,nobs
neutral,proxy factor corr core 13 vs stream,correlation,108,Q1 - Q4,-0.000038,0.002480,-0.015442,4258114
neutral,proxy factor corr extended 22 vs stream,correlation,0,Q1,-0.011125,0.002330,-4.775622,3483515
neutral,proxy factor corr extended 22 vs stream,correlation,0,Q2,-0.007907,0.002298,-3.440737,3483515
neutral,proxy factor corr extended 22 vs stream,correlation,0,Q3,-0.012444,0.003175,-3.919630,3483515
neutral,proxy factor corr extended 22 vs stream,correlation,0,Q4,-0.011146,0.003521,-3.165251,3483515
neutral,proxy factor corr extended 22 vs stream,correlation,21,Q1,-0.011078,0.002327,-4.761014,3483515
neutral,proxy factor corr extended 22 vs stream,correlation,21,Q2,-0.007910,0.002297,-3.443990,3483515
neutral,proxy factor corr extended 22 vs stream,correlation,21,Q3,-0.012443,0.003172,-3.922235,3483515
neutral,proxy factor corr extended 22 vs stream,correlation,21,Q4,-0.011154,0.003518,-3.170365,3483515
neutral,proxy factor corr extended 22 vs stream,correlation,63,Q1,-0.011041,0.002321,-4.757275,3483515
neutral,proxy factor corr extended 22 vs stream,correlation,63,Q2,-0.007912,0.002294,-3.448459,3483515
neutral,proxy factor corr extended 22 vs stream,correlation,63,Q3,-0.012439,0.003170,-3.923829,3483515
neutral,proxy factor corr extended 22 vs stream,correlation,63,Q4,-0.011156,0.003515,-3.173755,3483515
neutral,proxy factor corr extended 22 vs stream,correlation,108,Q1,-0.011040,0.002321,-4.757094,3483515
neutral,proxy factor corr extended 22 vs stream,correlation,108,Q2,-0.007913,0.002294,-3.448845,3483515
neutral,proxy factor corr extended 22 vs stream,correlation,108,Q3,-0.012440,0.003170,-3.924023,3483515
neutral,proxy factor corr extended 22 vs stream,correlation,108,Q4,-0.011156,0.003515,-3.173658,3483515
neutral,proxy factor corr extended 22 vs stream,correlation,0,Q1 - Q4,0.000020,0.002509,0.008068,3483515
neutral,proxy factor corr extended 22 vs stream,correlation,21,Q1 - Q4,0.000077,0.002508,0.030578,3483515
neutral,proxy factor corr extended 22 vs stream,correlation,63,Q1 - Q4,0.000115,0.002507,0.046025,3483515
neutral,proxy factor corr extended 22 vs stream,correlation,108,Q1 - Q4,0.000116,0.002507,0.046164,3483515
neutral,"staleness cost, holdings cov vs fresh",covariance,21,Q1,-0.485501,0.344348,-1.409912,3618665
neutral,"staleness cost, holdings cov vs fresh",covariance,21,Q2,-0.398206,0.195327,-2.038665,3618665
neutral,"staleness cost, holdings cov vs fresh",covariance,21,Q3,-0.463063,0.230115,-2.012312,3618665
neutral,"staleness cost, holdings cov vs fresh",covariance,21,Q4,-0.514623,0.315252,-1.632416,3618665
neutral,"staleness cost, holdings cov vs fresh",covariance,63,Q1,-0.263443,0.544362,-0.483948,3618665
neutral,"staleness cost, holdings cov vs fresh",covariance,63,Q2,-0.426443,0.283931,-1.501924,3618665
neutral,"staleness cost, holdings cov vs fresh",covariance,63,Q3,-0.318807,0.380339,-0.838217,3618665
neutral,"staleness cost, holdings cov vs fresh",covariance,63,Q4,-0.380823,0.489306,-0.778293,3618665
neutral,"staleness cost, holdings cov vs fresh",covariance,108,Q1,0.582921,0.576836,1.010548,3618665
neutral,"staleness cost, holdings cov vs fresh",covariance,108,Q2,0.051235,0.446138,0.114842,3618665
neutral,"staleness cost, holdings cov vs fresh",covariance,108,Q3,0.290849,0.632488,0.459850,3618665
neutral,"staleness cost, holdings cov vs fresh",covariance,108,Q4,0.485768,0.917656,0.529358,3618665
neutral,"staleness cost, holdings cov vs fresh",covariance,21,Q1 - Q4,0.029122,0.380347,0.076568,3618665
neutral,"staleness cost, holdings cov vs fresh",covariance,63,Q1 - Q4,0.117380,0.491982,0.238586,3618665
neutral,"staleness cost, holdings cov vs fresh",covariance,108,Q1 - Q4,0.097153,0.660927,0.146995,3618665
neutral,"staleness cost, holdings corr vs fresh",correlation,21,Q1,0.004243,0.001181,3.591156,3618665
neutral,"staleness cost, holdings corr vs fresh",correlation,21,Q2,0.000930,0.000242,3.841607,3618665
neutral,"staleness cost, holdings corr vs fresh",correlation,21,Q3,0.000557,0.000197,2.829246,3618665
neutral,"staleness cost, holdings corr vs fresh",correlation,21,Q4,0.000290,0.000173,1.675257,3618665
neutral,"staleness cost, holdings corr vs fresh",correlation,63,Q1,0.007098,0.001539,4.612694,3618665
neutral,"staleness cost, holdings corr vs fresh",correlation,63,Q2,0.002716,0.000531,5.110724,3618665
neutral,"staleness cost, holdings corr vs fresh",correlation,63,Q3,0.001829,0.000309,5.928054,3618665
neutral,"staleness cost, holdings corr vs fresh",correlation,63,Q4,0.001253,0.000288,4.353288,3618665
neutral,"staleness cost, holdings corr vs fresh",correlation,108,Q1,0.009571,0.001879,5.094048,3618665
neutral,"staleness cost, holdings corr vs fresh",correlation,108,Q2,0.004844,0.000828,5.850431,3618665
neutral,"staleness cost, holdings corr vs fresh",correlation,108,Q3,0.003242,0.000698,4.642342,3618665
neutral,"staleness cost, holdings corr vs fresh",correlation,108,Q4,0.002487,0.000428,5.816435,3618665
neutral,"staleness cost, holdings corr vs fresh",correlation,21,Q1 - Q4,0.003953,0.001164,3.394781,3618665
neutral,"staleness cost, holdings corr vs fresh",correlation,63,Q1 - Q4,0.005845,0.001514,3.861611,3618665
neutral,"staleness cost, holdings corr vs fresh",correlation,108,Q1 - Q4,0.007084,0.001838,3.854095,3618665
neutral,"staleness cost, blend vs fresh",covariance,21,Q1,0.035490,0.067366,0.526830,3618665
neutral,"staleness cost, blend vs fresh",covariance,21,Q2,-0.013563,0.034255,-0.395932,3618665
neutral,"staleness cost, blend vs fresh",covariance,21,Q3,0.043636,0.035482,1.229805,3618665
neutral,"staleness cost, blend vs fresh",covariance,21,Q4,-0.006615,0.020613,-0.320929,3618665
neutral,"staleness cost, blend vs fresh",covariance,63,Q1,0.105202,0.130310,0.807321,3618665
neutral,"staleness cost, blend vs fresh",covariance,63,Q2,-0.011629,0.062738,-0.185356,3618665
neutral,"staleness cost, blend vs fresh",covariance,63,Q3,0.095738,0.036175,2.646557,3618665
neutral,"staleness cost, blend vs fresh",covariance,63,Q4,0.046191,0.035816,1.289688,3618665
neutral,"staleness cost, blend vs fresh",covariance,108,Q1,0.378992,0.210453,1.800839,3618665
neutral,"staleness cost, blend vs fresh",covariance,108,Q2,0.097699,0.068323,1.429969,3618665
neutral,"staleness cost, blend vs fresh",covariance,108,Q3,0.146474,0.062290,2.351504,3618665
neutral,"staleness cost, blend vs fresh",covariance,108,Q4,0.147851,0.051049,2.896260,3618665
neutral,"staleness cost, blend vs fresh",covariance,21,Q1 - Q4,0.042106,0.065799,0.639911,3618665
neutral,"staleness cost, blend vs fresh",covariance,63,Q1 - Q4,0.059011,0.130096,0.453594,3618665
neutral,"staleness cost, blend vs fresh",covariance,108,Q1 - Q4,0.231140,0.196190,1.178147,3618665
neutral,future book vs fresh (positive control),covariance,future,Q1,253547835683455222415360.000000,169415701013179605712896.000000,1.496602,1339653
neutral,future book vs fresh (positive control),covariance,future,Q2,-509832082994891581292544.000000,911667341268554887462912.000000,-0.559230,1339653
neutral,future book vs fresh (positive control),covariance,future,Q3,77348977234389441183744.000000,169671031855968379994112.000000,0.455876,1339653
neutral,future book vs fresh (positive control),covariance,future,Q4,579277091777223092862976.000000,353424749007842794536960.000000,1.639039,1339653
neutral,future book vs fresh (positive control),covariance,future,Q1 - Q4,-325729256093767870447616.000000,383873986929240569806848.000000,-0.848532,1339653
