ticker,name_type,phi_63,phibar_63,status_book,n_advisers,crds,adviser_names,text_paths,coverage
BKCI,equity_longonly,0.971,0.9851,active,2,112161;306148,"Walter Scott & Partners Limited | BNY Mellon ETF Investment Adviser, LLC",adv_data/brochures/112161/text.txt,on_disk
BKGI,equity_longonly,0.9432,0.9714,active,3,312937;111208;306148,"Newton Investment Management North America, LLC | Newton Investment Management Limited | BNY Mellon ETF Investment Adviser, LLC",adv_data/brochures/312937/text.txt,on_disk
BLLD,equity_longonly,0.93,0.9661,active,1,107038,J.P. Morgan Investment Management Inc.,adv_data/brochures/107038/text.txt,on_disk
BMED,equity_longonly,0.8357,0.9129,active,1,105247,BlackRock Fund Advisors,adv_data/brochures/105247/text.txt,on_disk
BUYZ,equity_longonly,0.9468,0.9743,active,1,104517,"Franklin Advisers, Inc.",adv_data/brochures/104517/text.txt,on_disk
CWS,equity_longonly,0.9435,0.9714,active,1,149782,"AdvisorShares Investments, LLC",,bulk_needed
DBLV,,0.9142,0.956,active,0,,,,no_crd
DFAC,equity_longonly,0.9906,0.9954,active,1,106482,Dimensional Fund Advisors LP,adv_data/brochures/106482/text.txt,on_disk
DFAI,equity_longonly,0.9739,0.9852,active,3,107472;107621;106482,Dimensional Fund Advisors Ltd. | DFA Australia Limited | Dimensional Fund Advisors LP,adv_data/brochures/106482/text.txt,on_disk
DFAR,equity_longonly,0.9939,0.9968,active,1,106482,Dimensional Fund Advisors LP,adv_data/brochures/106482/text.txt,on_disk
DFAS,equity_longonly,0.9651,0.9826,active,1,106482,Dimensional Fund Advisors LP,adv_data/brochures/106482/text.txt,on_disk
DFAT,equity_longonly,0.9586,0.9802,active,1,106482,Dimensional Fund Advisors LP,adv_data/brochures/106482/text.txt,on_disk
DFAU,equity_longonly,0.9935,0.9967,active,1,106482,Dimensional Fund Advisors LP,adv_data/brochures/106482/text.txt,on_disk
DFAX,equity_longonly,0.9788,0.9887,active,3,106482;107472;107621,Dimensional Fund Advisors LP | Dimensional Fund Advisors Ltd. | DFA Australia Limited,adv_data/brochures/106482/text.txt,on_disk
DFEM,equity_longonly,0.9868,0.9934,active,3,107472;107621;106482,Dimensional Fund Advisors Ltd. | DFA Australia Limited | Dimensional Fund Advisors LP,adv_data/brochures/106482/text.txt,on_disk
DFEV,equity_longonly,0.9724,0.9866,active,3,107472;107621;106482,Dimensional Fund Advisors Ltd. | DFA Australia Limited | Dimensional Fund Advisors LP,adv_data/brochures/106482/text.txt,on_disk
DFGR,equity_longonly,0.9952,0.9976,active,3,107472;107621;106482,Dimensional Fund Advisors Ltd. | DFA Australia Limited | Dimensional Fund Advisors LP,adv_data/brochures/106482/text.txt,on_disk
