geometry,channel,estimator,age,stratum,pairs,pair_dates,rmse_ratio_to_stream,ci_lo,ci_hi,share_pairs_below_1
risk,correlation,"proxy factor corr, core 13",21,0.85-0.95,18138,514793,0.959915,0.936436,0.981660,0.605635
risk,correlation,"proxy factor corr, extended 22",21,0.85-0.95,15502,417668,0.971044,0.951157,0.989311,0.597471
risk,covariance,holdings cov,21,<0.75,4697,128930,0.949044,0.828449,1.052489,0.355120
risk,covariance,"holdings corr, stream vol",21,<0.75,4697,128930,0.945864,0.845239,0.997335,0.577816
risk,covariance,"blend, pair weight",21,<0.75,4697,128930,0.943844,0.840931,0.990963,0.609751
risk,correlation,holdings corr,21,<0.75,4697,128930,1.009174,0.936762,1.092865,0.592080
risk,correlation,blend corr,21,<0.75,4697,128930,0.943482,0.897118,0.992500,0.642964
risk,correlation,factor corr K5,21,<0.75,4499,118768,0.956407,0.916045,0.997109,0.630362
risk,correlation,factor corr K10,21,<0.75,4269,108876,0.956513,0.918389,0.995389,0.651909
risk,correlation,"proxy factor corr, core 13",21,<0.75,4025,101218,0.955694,0.926171,0.987026,0.651925
risk,correlation,"proxy factor corr, extended 22",21,<0.75,3164,76948,0.968898,0.942260,0.996607,0.654551
risk,covariance,holdings cov,21,>0.95,15656,453357,0.965612,0.916241,1.007960,0.342361
risk,covariance,"holdings corr, stream vol",21,>0.95,15656,453357,0.952973,0.917575,0.985006,0.713720
risk,covariance,"blend, pair weight",21,>0.95,15656,453357,0.952993,0.917622,0.984985,0.714295
risk,correlation,holdings corr,21,>0.95,15656,453357,0.915732,0.871694,0.955115,0.636369
risk,correlation,blend corr,21,>0.95,15656,453357,0.915150,0.871163,0.954402,0.637839
risk,correlation,factor corr K5,21,>0.95,15200,422620,0.954659,0.913137,0.992022,0.568092
risk,correlation,factor corr K10,21,>0.95,14450,386836,0.939020,0.895137,0.977974,0.608858
risk,correlation,"proxy factor corr, core 13",21,>0.95,13951,362188,0.968111,0.920203,1.005831,0.569063
risk,correlation,"proxy factor corr, extended 22",21,>0.95,11644,283485,0.979990,0.930213,1.015472,0.541051
risk,covariance,holdings cov,63,0.75-0.85,5956,179032,0.989129,0.967798,1.011016,0.444090
risk,covariance,"holdings corr, stream vol",63,0.75-0.85,5956,179032,0.981914,0.967908,0.992002,0.670248
risk,covariance,"blend, pair weight",63,0.75-0.85,5956,179032,0.981777,0.967621,0.991781,0.682505
risk,correlation,holdings corr,63,0.75-0.85,5956,179032,0.945472,0.904430,0.984752,0.608126
risk,correlation,blend corr,63,0.75-0.85,5956,179032,0.931174,0.890859,0.967416,0.634990
risk,correlation,factor corr K5,63,0.75-0.85,5954,179008,0.924718,0.879102,0.971782,0.674337
risk,correlation,factor corr K10,63,0.75-0.85,5748,167555,0.918873,0.882434,0.954243,0.697634
risk,correlation,"proxy factor corr, core 13",63,0.75-0.85,5587,158806,0.940963,0.907638,0.971949,0.653302
risk,correlation,"proxy factor corr, extended 22",63,0.75-0.85,4763,129724,0.953312,0.923447,0.981033,0.640773
risk,covariance,holdings cov,63,0.85-0.95,19758,588527,0.991259,0.977355,1.004888,0.390222
risk,covariance,"holdings corr, stream vol",63,0.85-0.95,19758,588527,0.984671,0.975722,0.991836,0.655380
risk,covariance,"blend, pair weight",63,0.85-0.95,19758,588527,0.984511,0.975712,0.991675,0.658366
risk,correlation,holdings corr,63,0.85-0.95,19758,588527,0.944551,0.922423,0.966658,0.601933
risk,correlation,blend corr,63,0.85-0.95,19758,588527,0.939929,0.917504,0.961625,0.614688
risk,correlation,factor corr K5,63,0.85-0.95,19752,588446,0.928302,0.903050,0.953353,0.632189
risk,correlation,factor corr K10,63,0.85-0.95,18714,545493,0.925233,0.901184,0.947937,0.661323
risk,correlation,"proxy factor corr, core 13",63,0.85-0.95,18150,515547,0.959525,0.936607,0.979840,0.605399
risk,correlation,"proxy factor corr, extended 22",63,0.85-0.95,15512,418191,0.970532,0.950086,0.987835,0.597602
risk,covariance,holdings cov,63,<0.75,4498,118880,0.994009,0.945836,1.050546,0.336149
risk,covariance,"holdings corr, stream vol",63,<0.75,4498,118880,0.981246,0.940673,0.998442,0.580925
risk,covariance,"blend, pair weight",63,<0.75,4498,118880,0.977710,0.934044,0.992013,0.647177
risk,correlation,holdings corr,63,<0.75,4498,118880,1.100426,1.013673,1.204482,0.475100
risk,correlation,blend corr,63,<0.75,4498,118880,0.965884,0.927258,1.006512,0.569364
risk,correlation,factor corr K5,63,<0.75,4497,118868,0.958027,0.916844,0.998430,0.620858
