L,band,history,pairs,pair_dates,ratio,lo,hi,pairs_F5,pair_dates_F5,ratio_F5,lo_F5,hi_F5,pairs_F10,pair_dates_F10,ratio_F10,lo_F10,hi_F10,pairs_P13,pair_dates_P13,ratio_P13,lo_P13,hi_P13,pairs_P22,pair_dates_P22,ratio_P22,lo_P22,hi_P22
63,0.75-0.85,<2y,5567,89117,0.8959,0.8588,0.9250,4579,64551,1.0855,1.0436,1.1305,3459,44162,1.0394,1.0093,1.0768,1377,16524,0.9944,0.9861,1.0044,0,0,,,
63,0.75-0.85,>=378d (full window),3409,88841,0.9760,0.9529,1.0002,3403,88424,1.0042,0.9743,1.0354,3400,88122,0.9837,0.9580,1.0065,3381,87408,0.9802,0.9693,0.9907,3365,85710,0.9798,0.9679,0.9903
63,0.85-0.95,<2y,19282,308784,0.8829,0.8614,0.9018,15121,214510,1.0990,1.0656,1.1347,11479,147783,1.0454,1.0226,1.0753,5908,70896,0.9969,0.9900,1.0044,0,0,,,
63,0.85-0.95,>=378d (full window),10904,284696,0.9747,0.9585,0.9887,10891,284227,1.0230,0.9999,1.0471,10886,283993,0.9901,0.9744,1.0063,10839,282782,0.9798,0.9678,0.9930,10739,277593,0.9829,0.9708,0.9939
63,<0.75,<2y,4275,68929,0.8757,0.8326,0.9274,3471,48977,1.0270,0.9935,1.0723,2806,35831,1.0106,0.9790,1.0590,1492,17904,1.0000,0.9788,1.0528,0,0,,,
63,<0.75,>=378d (full window),1865,46242,0.9624,0.9165,1.0026,1862,46179,1.0311,0.9838,1.0676,1862,46160,1.0031,0.9746,1.0438,1851,45945,0.9878,0.9658,1.0170,1841,45467,0.9910,0.9701,1.0114
63,>0.95,<2y,14266,235173,0.9085,0.8886,0.9275,12284,176667,1.2220,1.1565,1.2981,9649,125183,1.1165,1.0684,1.1788,5405,64860,1.0002,0.9906,1.0115,0,0,,,
63,>0.95,>=378d (full window),7739,177635,0.9852,0.9639,1.0025,7721,177071,1.0723,1.0409,1.1149,7716,176922,1.0246,0.9994,1.0511,7580,174920,0.9871,0.9722,1.0047,7520,171802,0.9853,0.9722,0.9999
