geometry,regression,channel,age,stratum,coef,se,t,nobs
neutral,proxy factor corr core 13 vs stream,correlation,108,Q2,-0.003096,0.001603,-1.931304,4822448
neutral,proxy factor corr core 13 vs stream,correlation,108,Q3,-0.002993,0.001231,-2.430550,4822448
neutral,proxy factor corr core 13 vs stream,correlation,108,Q4,-0.002849,0.001294,-2.201473,4822448
neutral,proxy factor corr core 13 vs stream,correlation,0,Q1 - Q4,-0.000521,0.000918,-0.567477,4822448
neutral,proxy factor corr core 13 vs stream,correlation,21,Q1 - Q4,-0.000337,0.000896,-0.376385,4822448
neutral,proxy factor corr core 13 vs stream,correlation,63,Q1 - Q4,-0.000168,0.000884,-0.189464,4822448
neutral,proxy factor corr core 13 vs stream,correlation,108,Q1 - Q4,-0.000201,0.000861,-0.233064,4822448
neutral,proxy factor corr extended 22 vs stream,correlation,0,Q1,-0.003869,0.001204,-3.213685,3971795
neutral,proxy factor corr extended 22 vs stream,correlation,0,Q2,-0.003481,0.001663,-2.093488,3971795
neutral,proxy factor corr extended 22 vs stream,correlation,0,Q3,-0.003599,0.001275,-2.821831,3971795
neutral,proxy factor corr extended 22 vs stream,correlation,0,Q4,-0.003930,0.001335,-2.943255,3971795
neutral,proxy factor corr extended 22 vs stream,correlation,21,Q1,-0.003672,0.001165,-3.152011,3971795
neutral,proxy factor corr extended 22 vs stream,correlation,21,Q2,-0.003484,0.001660,-2.098072,3971795
neutral,proxy factor corr extended 22 vs stream,correlation,21,Q3,-0.003601,0.001274,-2.827443,3971795
neutral,proxy factor corr extended 22 vs stream,correlation,21,Q4,-0.003933,0.001333,-2.950529,3971795
neutral,proxy factor corr extended 22 vs stream,correlation,63,Q1,-0.003623,0.001155,-3.137137,3971795
neutral,proxy factor corr extended 22 vs stream,correlation,63,Q2,-0.003468,0.001660,-2.089217,3971795
neutral,proxy factor corr extended 22 vs stream,correlation,63,Q3,-0.003592,0.001273,-2.820903,3971795
neutral,proxy factor corr extended 22 vs stream,correlation,63,Q4,-0.003882,0.001333,-2.912942,3971795
neutral,proxy factor corr extended 22 vs stream,correlation,108,Q1,-0.003558,0.001141,-3.119763,3971795
neutral,proxy factor corr extended 22 vs stream,correlation,108,Q2,-0.003333,0.001584,-2.103808,3971795
neutral,proxy factor corr extended 22 vs stream,correlation,108,Q3,-0.003553,0.001272,-2.794271,3971795
neutral,proxy factor corr extended 22 vs stream,correlation,108,Q4,-0.003837,0.001309,-2.930333,3971795
neutral,proxy factor corr extended 22 vs stream,correlation,0,Q1 - Q4,0.000061,0.000994,0.061730,3971795
neutral,proxy factor corr extended 22 vs stream,correlation,21,Q1 - Q4,0.000261,0.000964,0.270325,3971795
neutral,proxy factor corr extended 22 vs stream,correlation,63,Q1 - Q4,0.000259,0.000955,0.271393,3971795
neutral,proxy factor corr extended 22 vs stream,correlation,108,Q1 - Q4,0.000279,0.000914,0.304827,3971795
neutral,"staleness cost, holdings cov vs fresh",covariance,21,Q1,2565295293.345099,2511083350.623301,1.021589,4076460
neutral,"staleness cost, holdings cov vs fresh",covariance,21,Q2,4835992181.162668,4730378757.522243,1.022327,4076460
neutral,"staleness cost, holdings cov vs fresh",covariance,21,Q3,42589740916.053642,42491764515.860146,1.002306,4076460
neutral,"staleness cost, holdings cov vs fresh",covariance,21,Q4,-0.411727,0.336420,-1.223848,4076460
neutral,"staleness cost, holdings cov vs fresh",covariance,63,Q1,3169576380.889005,3147276904.769236,1.007085,4076460
neutral,"staleness cost, holdings cov vs fresh",covariance,63,Q2,5518138916.983635,5401793245.887949,1.021538,4076460
neutral,"staleness cost, holdings cov vs fresh",covariance,63,Q3,37959142858.075310,37877273481.957909,1.002161,4076460
neutral,"staleness cost, holdings cov vs fresh",covariance,63,Q4,-0.377210,0.282704,-1.334291,4076460
neutral,"staleness cost, holdings cov vs fresh",covariance,108,Q1,-3326745339.002613,3253298936.291036,-1.022576,4076460
neutral,"staleness cost, holdings cov vs fresh",covariance,108,Q2,80298365.759247,79775762.316607,1.006551,4076460
neutral,"staleness cost, holdings cov vs fresh",covariance,108,Q3,-1483014695.128459,1462185895.126629,-1.014245,4076460
neutral,"staleness cost, holdings cov vs fresh",covariance,108,Q4,-0.028762,0.101843,-0.282411,4076460
neutral,"staleness cost, holdings cov vs fresh",covariance,21,Q1 - Q4,2565295293.756826,2511083350.617932,1.021589,4076460
neutral,"staleness cost, holdings cov vs fresh",covariance,63,Q1 - Q4,3169576381.266215,3147276904.771899,1.007085,4076460
neutral,"staleness cost, holdings cov vs fresh",covariance,108,Q1 - Q4,-3326745338.973851,3253298936.283768,-1.022576,4076460
neutral,"staleness cost, holdings corr vs fresh",correlation,21,Q1,0.009082,0.002328,3.901651,4076460
neutral,"staleness cost, holdings corr vs fresh",correlation,21,Q2,0.001654,0.000609,2.713835,4076460
