geometry,channel,estimator,age,stratum,pairs,pair_dates,rmse_ratio_to_stream,ci_lo,ci_hi,share_pairs_below_1
neutral,correlation,factor corr K10,21,<0.75,4269,108876,0.950610,0.912960,0.993851,0.728508
neutral,correlation,"proxy factor corr, core 13",21,<0.75,4025,101218,0.949027,0.924361,0.975688,0.760994
neutral,correlation,"proxy factor corr, extended 22",21,<0.75,3164,76948,0.959445,0.936880,0.985867,0.747472
neutral,covariance,holdings cov,21,>0.95,15656,453357,0.988569,0.975442,0.999583,0.561063
neutral,covariance,"holdings corr, stream vol",21,>0.95,15656,453357,0.982634,0.972391,0.990567,0.800907
neutral,covariance,"blend, pair weight",21,>0.95,15656,453357,0.982653,0.972424,0.990575,0.801099
neutral,correlation,holdings corr,21,>0.95,15656,453357,0.942400,0.910346,0.967650,0.698518
neutral,correlation,blend corr,21,>0.95,15656,453357,0.942034,0.910122,0.967151,0.700690
neutral,correlation,factor corr K5,21,>0.95,15200,422620,0.962139,0.927822,0.994218,0.615855
neutral,correlation,factor corr K10,21,>0.95,14450,386836,0.929264,0.894745,0.956087,0.695779
neutral,correlation,"proxy factor corr, core 13",21,>0.95,13951,362188,0.955861,0.919111,0.981826,0.685686
neutral,correlation,"proxy factor corr, extended 22",21,>0.95,11644,283485,0.964987,0.927540,0.991054,0.663689
neutral,covariance,holdings cov,63,0.75-0.85,5956,179032,0.992859,0.980297,1.004696,0.596206
neutral,covariance,"holdings corr, stream vol",63,0.75-0.85,5956,179032,0.987768,0.980040,0.992752,0.750336
neutral,covariance,"blend, pair weight",63,0.75-0.85,5956,179032,0.987875,0.980473,0.992583,0.772666
neutral,correlation,holdings corr,63,0.75-0.85,5956,179032,0.982035,0.956613,1.008672,0.604265
neutral,correlation,blend corr,63,0.75-0.85,5956,179032,0.971508,0.948293,0.993634,0.639859
neutral,correlation,factor corr K5,63,0.75-0.85,5954,179008,0.946023,0.915234,0.976415,0.687605
neutral,correlation,factor corr K10,63,0.75-0.85,5748,167555,0.936050,0.914125,0.956392,0.768441
neutral,correlation,"proxy factor corr, core 13",63,0.75-0.85,5587,158806,0.956926,0.936921,0.974359,0.744944
neutral,correlation,"proxy factor corr, extended 22",63,0.75-0.85,4763,129724,0.962920,0.944731,0.979056,0.753307
