geometry,regression,channel,age,stratum,coef,se,t,nobs
neutral,blend corr vs stream,correlation,0,Q1,-0.017895,0.003298,-5.426630,5606156
neutral,blend corr vs stream,correlation,0,Q2,-0.012563,0.002807,-4.475963,5606156
neutral,blend corr vs stream,correlation,0,Q3,-0.018382,0.003517,-5.227018,5606156
neutral,blend corr vs stream,correlation,0,Q4,-0.015311,0.003616,-4.234375,5606156
neutral,blend corr vs stream,correlation,21,Q1,-0.008932,0.002854,-3.129433,5606156
neutral,blend corr vs stream,correlation,21,Q2,-0.007955,0.002712,-2.932967,5606156
neutral,blend corr vs stream,correlation,21,Q3,-0.012309,0.003231,-3.809313,5606156
neutral,blend corr vs stream,correlation,21,Q4,-0.011453,0.003576,-3.202653,5606156
neutral,blend corr vs stream,correlation,63,Q1,-0.005106,0.002361,-2.162078,5606156
neutral,blend corr vs stream,correlation,63,Q2,-0.004566,0.002578,-1.771018,5606156
neutral,blend corr vs stream,correlation,63,Q3,-0.009883,0.003139,-3.148123,5606156
neutral,blend corr vs stream,correlation,63,Q4,-0.009915,0.003655,-2.712601,5606156
neutral,blend corr vs stream,correlation,108,Q1,-0.002959,0.002223,-1.331257,5606156
neutral,blend corr vs stream,correlation,108,Q2,-0.001591,0.002617,-0.608099,5606156
neutral,blend corr vs stream,correlation,108,Q3,-0.007702,0.003219,-2.392286,5606156
neutral,blend corr vs stream,correlation,108,Q4,-0.007886,0.003781,-2.085290,5606156
neutral,blend corr vs stream,correlation,0,Q1 - Q4,-0.002584,0.003296,-0.784064,5606156
neutral,blend corr vs stream,correlation,21,Q1 - Q4,0.002522,0.002976,0.847301,5606156
neutral,blend corr vs stream,correlation,63,Q1 - Q4,0.004810,0.002824,1.703081,5606156
neutral,blend corr vs stream,correlation,108,Q1 - Q4,0.004926,0.002912,1.691626,5606156
neutral,factor corr K5 vs stream,correlation,0,Q1,-0.009722,0.004228,-2.299390,5381875
neutral,factor corr K5 vs stream,correlation,0,Q2,-0.010496,0.004247,-2.471642,5381875
neutral,factor corr K5 vs stream,correlation,0,Q3,-0.012070,0.006153,-1.961823,5381875
neutral,factor corr K5 vs stream,correlation,0,Q4,-0.006034,0.006815,-0.885439,5381875
neutral,factor corr K5 vs stream,correlation,21,Q1,-0.009665,0.004220,-2.290153,5381875
neutral,factor corr K5 vs stream,correlation,21,Q2,-0.010482,0.004241,-2.471553,5381875
neutral,factor corr K5 vs stream,correlation,21,Q3,-0.012040,0.006143,-1.959993,5381875
neutral,factor corr K5 vs stream,correlation,21,Q4,-0.006030,0.006808,-0.885731,5381875
neutral,factor corr K5 vs stream,correlation,63,Q1,-0.009555,0.004230,-2.258570,5381875
neutral,factor corr K5 vs stream,correlation,63,Q2,-0.010538,0.004248,-2.480535,5381875
neutral,factor corr K5 vs stream,correlation,63,Q3,-0.012100,0.006165,-1.962699,5381875
neutral,factor corr K5 vs stream,correlation,63,Q4,-0.006167,0.006869,-0.897726,5381875
neutral,factor corr K5 vs stream,correlation,108,Q1,-0.009627,0.004459,-2.158990,5381875
neutral,factor corr K5 vs stream,correlation,108,Q2,-0.010733,0.004438,-2.418270,5381875
neutral,factor corr K5 vs stream,correlation,108,Q3,-0.012881,0.006483,-1.986962,5381875
neutral,factor corr K5 vs stream,correlation,108,Q4,-0.006660,0.007225,-0.921776,5381875
neutral,factor corr K5 vs stream,correlation,0,Q1 - Q4,-0.003688,0.004144,-0.890081,5381875
neutral,factor corr K5 vs stream,correlation,21,Q1 - Q4,-0.003635,0.004142,-0.877544,5381875
neutral,factor corr K5 vs stream,correlation,63,Q1 - Q4,-0.003388,0.004211,-0.804511,5381875
neutral,factor corr K5 vs stream,correlation,108,Q1 - Q4,-0.002968,0.004470,-0.663856,5381875
neutral,factor corr K10 vs stream,correlation,0,Q1,-0.011283,0.002843,-3.968783,5107442
neutral,factor corr K10 vs stream,correlation,0,Q2,-0.011335,0.002733,-4.148055,5107442
neutral,factor corr K10 vs stream,correlation,0,Q3,-0.015545,0.004017,-3.870153,5107442
neutral,factor corr K10 vs stream,correlation,0,Q4,-0.012768,0.004577,-2.789684,5107442
neutral,factor corr K10 vs stream,correlation,21,Q1,-0.011250,0.002838,-3.964621,5107442
neutral,factor corr K10 vs stream,correlation,21,Q2,-0.011332,0.002730,-4.151405,5107442
neutral,factor corr K10 vs stream,correlation,21,Q3,-0.015563,0.004010,-3.881397,5107442
neutral,factor corr K10 vs stream,correlation,21,Q4,-0.012762,0.004572,-2.791544,5107442
neutral,factor corr K10 vs stream,correlation,63,Q1,-0.011186,0.002838,-3.941952,5107442
neutral,factor corr K10 vs stream,correlation,63,Q2,-0.011348,0.002727,-4.160599,5107442
neutral,factor corr K10 vs stream,correlation,63,Q3,-0.015570,0.004011,-3.882331,5107442
neutral,factor corr K10 vs stream,correlation,63,Q4,-0.012866,0.004623,-2.782846,5107442
neutral,factor corr K10 vs stream,correlation,108,Q1,-0.011133,0.002861,-3.891902,5107442
neutral,factor corr K10 vs stream,correlation,108,Q2,-0.011329,0.002750,-4.120315,5107442
neutral,factor corr K10 vs stream,correlation,108,Q3,-0.015690,0.004056,-3.867977,5107442
neutral,factor corr K10 vs stream,correlation,108,Q4,-0.012961,0.004680,-2.769506,5107442
neutral,factor corr K10 vs stream,correlation,0,Q1 - Q4,0.001485,0.003210,0.462681,5107442
neutral,factor corr K10 vs stream,correlation,21,Q1 - Q4,0.001512,0.003209,0.471035,5107442
neutral,factor corr K10 vs stream,correlation,63,Q1 - Q4,0.001680,0.003270,0.513883,5107442
neutral,factor corr K10 vs stream,correlation,108,Q1 - Q4,0.001828,0.003310,0.552442,5107442
neutral,proxy factor corr core 13 vs stream,correlation,0,Q1,-0.009582,0.002150,-4.456553,4858832
neutral,proxy factor corr core 13 vs stream,correlation,0,Q2,-0.005923,0.002419,-2.448676,4858832
neutral,proxy factor corr core 13 vs stream,correlation,0,Q3,-0.010658,0.003346,-3.185581,4858832
neutral,proxy factor corr core 13 vs stream,correlation,0,Q4,-0.009728,0.003825,-2.543261,4858832
neutral,proxy factor corr core 13 vs stream,correlation,21,Q1,-0.009553,0.002146,-4.451956,4858832
neutral,proxy factor corr core 13 vs stream,correlation,21,Q2,-0.005909,0.002418,-2.443662,4858832
neutral,proxy factor corr core 13 vs stream,correlation,21,Q3,-0.010649,0.003344,-3.184974,4858832
neutral,proxy factor corr core 13 vs stream,correlation,21,Q4,-0.009730,0.003822,-2.546103,4858832
neutral,proxy factor corr core 13 vs stream,correlation,63,Q1,-0.009525,0.002146,-4.439045,4858832
neutral,proxy factor corr core 13 vs stream,correlation,63,Q2,-0.005928,0.002418,-2.451697,4858832
neutral,proxy factor corr core 13 vs stream,correlation,63,Q3,-0.010667,0.003350,-3.183819,4858832
neutral,proxy factor corr core 13 vs stream,correlation,63,Q4,-0.009835,0.003901,-2.520791,4858832
neutral,proxy factor corr core 13 vs stream,correlation,108,Q1,-0.009530,0.002146,-4.440136,4858832
neutral,proxy factor corr core 13 vs stream,correlation,108,Q2,-0.005928,0.002418,-2.451616,4858832
neutral,proxy factor corr core 13 vs stream,correlation,108,Q3,-0.010668,0.003350,-3.184041,4858832
neutral,proxy factor corr core 13 vs stream,correlation,108,Q4,-0.009836,0.003901,-2.520984,4858832
neutral,proxy factor corr core 13 vs stream,correlation,0,Q1 - Q4,0.000146,0.002858,0.051106,4858832
neutral,proxy factor corr core 13 vs stream,correlation,21,Q1 - Q4,0.000178,0.002859,0.062173,4858832
neutral,proxy factor corr core 13 vs stream,correlation,63,Q1 - Q4,0.000310,0.002935,0.105503,4858832
neutral,proxy factor corr core 13 vs stream,correlation,108,Q1 - Q4,0.000305,0.002935,0.104068,4858832
neutral,proxy factor corr extended 22 vs stream,correlation,0,Q1,-0.009997,0.002275,-4.394791,4046319
neutral,proxy factor corr extended 22 vs stream,correlation,0,Q2,-0.006733,0.002362,-2.850466,4046319
neutral,proxy factor corr extended 22 vs stream,correlation,0,Q3,-0.011487,0.003310,-3.470134,4046319
neutral,proxy factor corr extended 22 vs stream,correlation,0,Q4,-0.010039,0.003758,-2.671148,4046319
neutral,proxy factor corr extended 22 vs stream,correlation,21,Q1,-0.009966,0.002270,-4.390961,4046319
neutral,proxy factor corr extended 22 vs stream,correlation,21,Q2,-0.006731,0.002362,-2.849060,4046319
neutral,proxy factor corr extended 22 vs stream,correlation,21,Q3,-0.011486,0.003309,-3.471504,4046319
neutral,proxy factor corr extended 22 vs stream,correlation,21,Q4,-0.010055,0.003756,-2.677116,4046319
neutral,proxy factor corr extended 22 vs stream,correlation,63,Q1,-0.009958,0.002270,-4.387555,4046319
neutral,proxy factor corr extended 22 vs stream,correlation,63,Q2,-0.006754,0.002363,-2.858414,4046319
neutral,proxy factor corr extended 22 vs stream,correlation,63,Q3,-0.011511,0.003315,-3.471816,4046319
neutral,proxy factor corr extended 22 vs stream,correlation,63,Q4,-0.010181,0.003848,-2.645594,4046319
neutral,proxy factor corr extended 22 vs stream,correlation,108,Q1,-0.009962,0.002270,-4.387951,4046319
neutral,proxy factor corr extended 22 vs stream,correlation,108,Q2,-0.006754,0.002363,-2.858214,4046319
neutral,proxy factor corr extended 22 vs stream,correlation,108,Q3,-0.011511,0.003315,-3.471781,4046319
neutral,proxy factor corr extended 22 vs stream,correlation,108,Q4,-0.010181,0.003848,-2.645574,4046319
